ppm,intensity
14.994749125330893,6926.75
14.994435502873225,6524.5
14.994121880415557,5132.0
14.99380825795789,3857.25
14.993494635500221,3578.25
14.993181013042554,4220.5
14.992867390584886,4878.0
14.992553768127218,4594.25
14.99224014566955,4231.5
14.991926523211882,4491.25
14.991612900754214,4424.25
14.991299278296546,3627.25
14.990985655838879,3962.5
14.99067203338121,4996.5
14.990358410923543,4970.0
14.990044788465875,4027.25
14.989731166008207,4061.5
14.98941754355054,4684.25
14.989103921092871,5054.0
14.988790298635204,5265.5
14.988476676177536,5896.0
14.988163053719866,6759.5
14.987849431262198,6874.75
14.98753580880453,6936.5
14.987222186346862,7239.0
14.986908563889195,6171.75
14.986594941431527,5089.5
14.986281318973859,5371.25
14.985967696516191,5546.5
14.985654074058523,5623.75
14.985340451600855,5678.75
14.985026829143187,6055.25
14.98471320668552,5579.25
14.984399584227852,4661.25
14.984085961770184,4564.5
14.983772339312516,4492.25
14.983458716854848,4147.25
14.98314509439718,4577.0
14.982831471939512,5478.0
14.982517849481845,7014.5
14.982204227024177,7149.25
14.981890604566509,5741.75
14.981576982108841,5147.25
14.981263359651173,5523.75
14.980949737193505,5989.0
14.980636114735837,6495.75
14.98032249227817,7327.0
14.980008869820502,7942.0
14.979695247362834,8023.5
14.979381624905166,7901.25
14.979068002447496,7554.5
14.978754379989828,6762.0
14.97844075753216,6040.25
14.978127135074493,6394.0
14.977813512616825,6772.5
14.977499890159157,6807.75
14.977186267701489,6195.5
14.976872645243821,5112.5
14.976559022786153,4312.75
14.976245400328486,4759.75
14.975931777870818,4973.5
14.97561815541315,5149.0
14.975304532955482,5019.5
14.974990910497814,4580.75
14.974677288040146,4320.5
14.974363665582478,3263.5
14.97405004312481,2949.0
14.973736420667143,3505.75
14.973422798209475,3756.0
14.973109175751807,3724.75
14.972795553294139,2906.25
14.972481930836471,3210.0
14.972168308378803,5121.0
14.971854685921135,5821.75
14.971541063463468,5393.75
14.9712274410058,5075.5
14.970913818548132,5226.75
14.970600196090464,4823.25
